level_0,index,ISO Code,dt,CO2,population,delta,AverageTemperature,footprint
1011,1011,BGR,1999,5.356718076482372,8210624.0,0.32375,11.7885,24743650.9311672
1012,1012,BGR,2000,5.328034342483855,8170172.0,0.44208,11.906833333333333,23678159.1611329
1013,1013,BGR,2001,5.800066474036794,8009142.0,0.15908,11.623833333333332,26240558.079834804
1014,1014,BGR,2002,5.695266946793616,7837161.0,0.21558,11.680333333333332,26153101.9644304
1015,1015,BGR,2003,6.084370085013787,7775327.0,-0.51175,10.953,26769578.30605
1016,1016,BGR,2004,6.064891808326185,7716860.0,-0.22308,11.241666666666667,31069493.529367
1017,1017,BGR,2005,6.25628204411767,7658972.0,-0.68317,10.781583333333332,28033597.197328698
1018,1018,BGR,2006,6.445333272288911,7601022.0,-0.34717,11.117583333333334,31151018.840483397
1019,1019,BGR,2007,6.925435282024476,7545338.0,0.84925,12.314000000000002,29499755.087373603
1020,1020,BGR,2008,6.772087541229228,7492561.0,0.523,11.98775,33248296.652843602
1021,1021,BGR,2009,5.731193723962962,7444443.0,0.42925,11.894,26116832.5770542
1022,1022,BGR,2010,5.964900206190196,7395599.0,0.30158,11.766333333333336,25687542.751054898
1023,1023,BGR,2011,6.715380560040325,7348328.0,-0.41692,11.047833333333333,25169029.4585119
1024,1024,BGR,2012,6.119456526023941,7305888.0,0.56283,12.027583333333332,24290127.5722613
1025,1025,BGR,2013,5.450695962830595,7265115.0,1.94712,13.411874999999998,22680547.278157398
1026,1026,BHR,1960,3.544478442623456,162427.0,0.8285,26.266500000000004,
1027,1027,BHR,1961,10.54928109402361,167894.0,0.2795,25.7175,
1028,1028,BHR,1962,9.191643949544888,173144.0,1.05417,26.492166666666666,
1029,1029,BHR,1963,6.710688222746155,178140.0,0.7935,26.2315,
1030,1030,BHR,1964,8.74207570795081,182887.0,-0.00692,25.43108333333333,
1031,1031,BHR,1965,6.554118582304954,187431.0,0.85617,26.294166666666666,
1032,1032,BHR,1966,3.384393575972468,191780.0,1.1615,26.599499999999995,
1033,1033,BHR,1967,5.124669111459072,196063.0,0.03983,25.477833333333336,
1034,1034,BHR,1968,5.500874644286405,200653.0,0.48392,25.92191666666667,
1035,1035,BHR,1969,6.175647801672467,206043.0,1.14792,26.585916666666673,
1036,1036,BHR,1970,12.194299287410926,212605.0,0.89658,26.334583333333335,
1037,1037,BHR,1971,13.798354152293113,220312.0,0.35317,25.79116666666667,
1038,1038,BHR,1972,16.066278283258054,229155.0,-0.02742,25.41058333333333,
1039,1039,BHR,1973,23.055864265823896,239527.0,0.56317,26.001166666666666,
1040,1040,BHR,1974,21.456617614951313,251911.0,0.48375,25.92175,
1041,1041,BHR,1975,21.585721628405174,266543.0,0.39983,25.837833333333336,
1042,1042,BHR,1976,23.171399672953843,283752.0,0.27683,25.71483333333333,
1043,1043,BHR,1977,24.638175970973858,303175.0,1.11267,26.550666666666668,
1044,1044,BHR,1978,24.010368717018114,323473.0,0.83158,26.26958333333334,
1045,1045,BHR,1979,23.726526992572886,342798.0,1.37008,26.80808333333334,
1046,1046,BHR,1980,21.917143666918598,359888.0,1.11933,26.55733333333333,
1047,1047,BHR,1981,22.78887790013899,374120.0,1.14433,26.582333333333334,
1048,1048,BHR,1982,25.491802046897266,385950.0,0.07883,25.51683333333333,
1049,1049,BHR,1983,20.755870794594074,396454.0,0.15317,25.591166666666666,
1050,1050,BHR,1984,22.611067046143795,407227.0,0.52342,25.96141666666667,
1051,1051,BHR,1985,24.305033021004697,419430.0,0.76417,26.20216666666667,
1052,1052,BHR,1986,25.403594612925104,433482.0,0.88758,26.325583333333334,
1053,1053,BHR,1987,25.45818790884975,448973.0,1.20375,26.64175,
1054,1054,BHR,1988,26.146575036220828,465202.0,1.19,26.628000000000004,
1055,1055,BHR,1989,24.398900413644014,481090.0,0.5845,26.022500000000004,
1056,1056,BHR,1990,25.058854961678136,495931.0,0.90658,26.344583333333336,
1057,1057,BHR,1991,23.29978127176248,509765.0,0.37392,25.81191666666667,
1058,1058,BHR,1992,20.841640109580243,523087.0,-0.26033,25.17766666666667,
1059,1059,BHR,1993,27.306930268382153,536213.0,0.72792,26.165916666666664,
1060,1060,BHR,1994,26.9092683974177,549588.0,1.29575,26.733750000000004,
1061,1061,BHR,1995,26.287694319131308,563699.0,0.81942,26.25741666666667,
1062,1062,BHR,1996,26.99547927308923,578668.0,1.3895,26.8275,
1063,1063,BHR,1997,29.111392936984185,594930.0,0.75292,26.190916666666666,
1064,1064,BHR,1998,29.98959266875454,613702.0,2.17442,27.612416666666668,
1065,1065,BHR,1999,28.308506075768406,636545.0,2.30442,27.74241666666667,
1066,1066,BHR,2000,28.050910754212214,664614.0,1.63275,27.07075,
1067,1067,BHR,2001,19.966003821953727,697549.0,1.993,27.430999999999997,
1068,1068,BHR,2002,21.354104207588133,735148.0,1.82842,27.266416666666668,
1069,1069,BHR,2003,21.14840679019559,778711.0,1.93267,27.370666666666665,
1070,1070,BHR,2004,21.100159306282595,829848.0,1.71225,27.15025,
1071,1071,BHR,2005,21.60193124358951,889168.0,1.54517,26.983166666666666,
1072,1072,BHR,2006,19.647088836348384,958414.0,1.78325,27.22125,
1073,1073,BHR,2007,25.915957373893587,1035891.0,1.77808,27.21608333333333,
1074,1074,BHR,2008,26.70821198826474,1114590.0,1.59508,27.03308333333333,
1075,1075,BHR,2009,23.811708405448304,1185029.0,1.87233,27.310333333333336,
1076,1076,BHR,2010,23.585480899568203,1240862.0,2.63167,28.06966666666667,
1077,1077,BHR,2011,22.413334751918416,1278269.0,1.66583,27.10383333333333,
1078,1078,BHR,2012,20.51485098256676,1300217.0,2.09133,27.52933333333333,
1079,1079,BHR,2013,23.804356965237478,1315411.0,2.48738,27.925375000000006,8683226.3826155
1080,1080,BHS,1960,3.7497626177781025,109528.0,0.16708,25.16725000000001,
1081,1081,BHS,1961,4.746698752475936,115108.0,0.38358,25.383750000000006,
1082,1082,BHS,1962,5.996432199400411,121083.0,0.08942,25.089583333333334,
1083,1083,BHS,1963,5.5581114086686085,127333.0,0.15117,25.151333333333334,
1084,1084,BHS,1964,8.118535804574488,133698.0,0.454,25.454166666666666,
1085,1085,BHS,1965,9.39961015037057,140054.0,0.18633,25.18650000000001,
1086,1086,BHS,1966,7.465982536927975,146366.0,-0.04958,24.950583333333334,
1087,1087,BHS,1967,11.173358058830082,152609.0,0.32025,25.32041666666667,
1088,1088,BHS,1968,10.28712009935257,158627.0,-0.11517,24.885000000000005,
1089,1089,BHS,1969,10.627173542448006,164248.0,0.21242,25.21258333333333,
1090,1090,BHS,1970,15.20031413488905,169354.0,0.0385,25.03866666666667,
1091,1091,BHS,1971,38.72366173366387,173863.0,0.26617,25.266333333333336,
1092,1092,BHS,1972,36.497000095592085,177839.0,0.59708,25.597250000000006,
1093,1093,BHS,1973,43.38054857621441,181488.0,0.34775,25.347916666666674,
1094,1094,BHS,1974,39.91920539819232,185099.0,0.37742,25.37758333333333,
1095,1095,BHS,1975,43.70144852341673,188882.0,0.71308,25.71325,
1096,1096,BHS,1976,33.51401748037864,192902.0,0.15917,25.159333333333336,
1097,1097,BHS,1977,49.29988686577613,197111.0,0.33983,25.34,
1098,1098,BHS,1978,32.79160153439233,201513.0,0.48433,25.4845,
1099,1099,BHS,1979,33.638609536382695,206032.0,0.48092,25.48108333333333,
1100,1100,BHS,1980,37.93010096790579,210661.0,0.50808,25.50825,
1101,1101,BHS,1981,13.006685360916638,215396.0,0.15633,25.1565,
1102,1102,BHS,1982,10.271428895698559,220275.0,0.87017,25.87033333333333,
1103,1103,BHS,1983,8.956334069018194,225187.0,0.52742,25.52758333333333,
1104,1104,BHS,1984,8.066873899528291,230015.0,0.31642,25.31658333333333,
1105,1105,BHS,1985,6.437527430151649,234687.0,0.47333,25.4735,
1106,1106,BHS,1986,5.903856045431166,239131.0,0.66517,25.665333333333336,
1107,1107,BHS,1987,5.845673458152042,243393.0,0.60075,25.60091666666667,
1108,1108,BHS,1988,6.220802248979115,247579.0,0.37167,25.37183333333334,
1109,1109,BHS,1989,7.731525636393235,251849.0,0.6515,25.65166666666667,
1110,1110,BHS,1990,7.610495599525623,256336.0,0.99217,25.99233333333333,
1111,1111,BHS,1991,6.825173486113452,261116.0,0.92658,25.92675,
1112,1112,BHS,1992,6.737820045540968,266134.0,0.46533,25.465499999999995,
1113,1113,BHS,1993,6.27473309608541,271165.0,0.54967,25.54983333333333,
1114,1114,BHS,1994,6.113992642128346,275895.0,1.02433,26.0245,
1115,1115,BHS,1995,6.0080421202927,280150.0,0.7685,25.768666666666668,
1116,1116,BHS,1996,5.879294548786074,283790.0,0.38525,25.38541666666667,
1117,1117,BHS,1997,4.753542182109628,286970.0,1.19067,26.19083333333333,
1118,1118,BHS,1998,5.790133075915328,290060.0,1.22933,26.2295,
1119,1119,BHS,1999,5.708374776886079,293572.0,0.6225,25.622666666666664,
1120,1120,BHS,2000,5.601010440095337,297890.0,0.449,25.44916666666667,
1121,1121,BHS,2001,5.177481979975918,303135.0,0.5805,25.580666666666673,
1122,1122,BHS,2002,5.100353542051449,309157.0,1.11608,26.116250000000004,
1123,1123,BHS,2003,4.808098914950625,315746.0,1.18017,26.18033333333333,
1124,1124,BHS,2004,5.343724226884034,322526.0,0.84958,25.84975,
1125,1125,BHS,2005,5.290297009254394,329249.0,0.8015,25.801666666666673,
1126,1126,BHS,2006,4.957323645892267,335830.0,0.71558,25.715750000000003,
1127,1127,BHS,2007,4.938208384940759,342328.0,1.03458,26.034750000000006,
1128,1128,BHS,2008,4.290906170771719,348676.0,0.89958,25.89975,
1129,1129,BHS,2009,4.629528597515613,354856.0,0.769,25.76916666666667,
1130,1130,BHS,2010,4.5833434950336995,360832.0,0.229,25.22916666666667,
1131,1131,BHS,2011,5.091832893214901,366568.0,1.00308,26.003249999999994,
1132,1132,BHS,2012,5.2929370307951595,372039.0,0.81625,25.816416666666665,
1133,1133,BHS,2013,7.426540133601951,377240.0,1.0115,26.01166666666667,
1134,1134,BIH,1960,,3225668.0,-0.64267,11.061333333333332,
1135,1135,BIH,1961,,3288602.0,-0.45367,11.250333333333332,
1136,1136,BIH,1962,,3353226.0,-1.56842,10.135583333333336,
1137,1137,BIH,1963,,3417574.0,-1.38492,10.319083333333333,
1138,1138,BIH,1964,,3478995.0,-1.55292,10.151083333333334,
1139,1139,BIH,1965,,3535640.0,-1.58592,10.118083333333336,
1140,1140,BIH,1966,,3586634.0,-0.68608,11.017916666666665,
1141,1141,BIH,1967,,3632669.0,-1.05683,10.647166666666667,
1142,1142,BIH,1968,,3675452.0,-1.03733,10.66666666666667,
1143,1143,BIH,1969,,3717466.0,-1.53392,10.170083333333334,
1144,1144,BIH,1970,,3760527.0,-1.2985,10.405500000000002,
1145,1145,BIH,1971,,3805285.0,-1.2595,10.4445,
1146,1146,BIH,1972,,3851151.0,-1.06117,10.642833333333334,
1147,1147,BIH,1973,,3897255.0,-1.42383,10.280166666666668,
1148,1148,BIH,1974,,3942223.0,-1.03317,10.670833333333334,
1149,1149,BIH,1975,,3985103.0,-0.84225,10.86175,
1150,1150,BIH,1976,,4025265.0,-1.80308,9.900916666666667,
1151,1151,BIH,1977,,4063191.0,-0.67225,11.03175,
1152,1152,BIH,1978,,4100350.0,-1.79458,9.909416666666667,
1153,1153,BIH,1979,,4138819.0,-0.79508,10.908916666666668,
1154,1154,BIH,1980,,4179855.0,-1.91433,9.789666666666667,
1155,1155,BIH,1981,,4222511.0,-1.26417,10.439833333333334,
1156,1156,BIH,1982,,4265310.0,-0.69433,11.009666666666668,
1157,1157,BIH,1983,,4308106.0,-0.86025,10.84375,
1158,1158,BIH,1984,,4350746.0,-1.44117,10.262833333333337,
1159,1159,BIH,1985,,4392130.0,-1.36708,10.336916666666664,
1160,1160,BIH,1986,,4435504.0,-1.06625,10.63775,
1161,1161,BIH,1987,,4478519.0,-1.08825,10.61575,
1162,1162,BIH,1988,,4508056.0,-0.72692,10.977083333333333,
1163,1163,BIH,1989,,4506653.0,-0.67375,11.03025,
1164,1164,BIH,1990,,4463422.0,-0.13975,11.564249999999996,
1165,1165,BIH,1991,,4371603.0,-1.35675,10.347249999999997,
1166,1166,BIH,1992,3.550952619319798,4239154.0,-0.25958,11.444416666666667,7836783.18460825
1167,1167,BIH,1993,3.083043562388347,4087999.0,-0.74433,10.959666666666665,7242747.71088797
1168,1168,BIH,1994,0.8181254836892882,3948816.0,0.37508,12.079083333333335,4182794.00812191
1169,1169,BIH,1995,0.8920140218621999,3843712.0,-0.9455,10.7585,4117897.41684199
1170,1170,BIH,1996,1.1261802391189453,3780378.0,-1.452,10.252,5138912.32824063
1171,1171,BIH,1997,2.2368867009146873,3752431.0,-0.9155,10.7885,8639646.4421515
1172,1172,BIH,1998,2.824691473236128,3750485.0,-0.59942,11.104583333333332,9558021.67436158
1173,1173,BIH,1999,2.7606502376355304,3759118.0,-0.32758,11.376416666666666,9523428.45949819
1174,1174,BIH,2000,3.6604715101205136,3766706.0,0.44408,12.148083333333336,10879996.4853777
1175,1175,BIH,2001,3.543235672518962,3771284.0,-0.32333,11.380666666666668,11151417.3556388
1176,1176,BIH,2002,3.787614144472956,3775807.0,0.15433,11.858333333333334,12526506.0443847
1177,1177,BIH,2003,3.8336517830139174,3779247.0,-0.20883,11.495166666666664,11303408.7946075
1178,1178,BIH,2004,4.128334876458729,3781287.0,-0.70567,10.998333333333333,11315751.943272699
1179,1179,BIH,2005,4.285163148249518,3781530.0,-1.40192,10.302083333333334,11418114.921612
1180,1180,BIH,2006,4.647460965405713,3779468.0,-0.63275,11.07125,11631944.635701599
1181,1181,BIH,2007,4.677514043455219,3774000.0,0.29775,12.00175,11905492.526230099
1182,1182,BIH,2008,5.354936059872478,3763599.0,0.35267,12.056666666666667,13092276.8542127
1183,1183,BIH,2009,5.526103004862326,3746561.0,0.15667,11.860666666666667,12310976.7195724
1184,1184,BIH,2010,5.716134831991971,3722084.0,-0.43258,11.271416666666667,11922788.3716271
1185,1185,BIH,2011,6.475389584601226,3688865.0,0.03575,11.73975,12891651.9860247
1186,1186,BIH,2012,6.101280083328764,3648200.0,0.325,12.028999999999998,12345705.6461488
1187,1187,BIH,2013,6.080813337257514,3604999.0,1.1755,12.8795,12291774.026109101
1188,1188,BLR,1960,,8198000.0,0.23267,6.464583333333334,
1189,1189,BLR,1961,,8271216.0,0.8005,7.032416666666666,
1190,1190,BLR,1962,,8351928.0,-0.41708,5.814833333333333,
1191,1191,BLR,1963,,8437232.0,-1.05892,5.172999999999999,
1192,1192,BLR,1964,,8524224.0,-0.42842,5.803500000000002,
1193,1193,BLR,1965,,8610000.0,-1.27642,4.955500000000002,
1194,1194,BLR,1966,,8696496.0,0.38075,6.612666666666665,
1195,1195,BLR,1967,,8785648.0,0.45025,6.682166666666666,
1196,1196,BLR,1968,,8874552.0,-0.55317,5.678750000000003,
1197,1197,BLR,1969,,8960304.0,-1.665,4.566916666666667,
1198,1198,BLR,1970,,9040000.0,-0.46783,5.764083333333333,
1199,1199,BLR,1971,,9115576.0,0.15183,6.383749999999999,
1200,1200,BLR,1972,,9188968.0,0.52617,6.758083333333333,
1201,1201,BLR,1973,,9257272.0,-0.0675,6.164416666666668,
1202,1202,BLR,1974,,9317584.0,0.56183,6.793749999999998,
1203,1203,BLR,1975,,9367000.0,1.63708,7.869,
1204,1204,BLR,1976,,9411000.0,-1.38517,4.846749999999999,
1205,1205,BLR,1977,,9463000.0,-0.1915,6.040416666666665,
1206,1206,BLR,1978,,9525000.0,-1.081,5.150916666666666,
1207,1207,BLR,1979,,9584000.0,-0.36167,5.870250000000001,
1208,1208,BLR,1980,,9643000.0,-1.23475,4.997166666666667,
1209,1209,BLR,1981,,9710000.0,0.36008,6.591999999999999,
1210,1210,BLR,1982,,9776000.0,0.38933,6.62125,
1211,1211,BLR,1983,,9843000.0,1.21658,7.448499999999999,
1212,1212,BLR,1984,,9910000.0,0.06233,6.294249999999999,
1213,1213,BLR,1985,,9975000.0,-1.52617,4.705749999999999,
1214,1214,BLR,1986,,10043000.0,-0.27917,5.952750000000001,
1215,1215,BLR,1987,,10111000.0,-1.89025,4.341666666666667,
1216,1216,BLR,1988,,10140000.0,0.1855,6.417416666666668,
1217,1217,BLR,1989,,10170000.0,1.88425,8.116166666666668,
1218,1218,BLR,1990,,10189000.0,1.5255,7.757416666666668,
1219,1219,BLR,1991,,10194000.0,0.6635,6.895416666666666,
1220,1220,BLR,1992,8.556931577916993,10216000.0,0.90008,7.1320000000000014,56941543.8975806
1221,1221,BLR,1993,7.497670182635023,10239000.0,-0.21808,6.0138333333333325,51106939.7973966
1222,1222,BLR,1994,6.361224894886086,10227000.0,0.504,6.735916666666665,43592579.6365835
1223,1223,BLR,1995,5.961662840886796,10194000.0,0.78933,7.021250000000002,41531508.5794779
1224,1224,BLR,1996,5.921699704724409,10160000.0,-0.57533,5.656583333333333,47465385.0048073
1225,1225,BLR,1997,5.886700306414945,10117000.0,0.11183,6.34375,49193984.6567315
1226,1226,BLR,1998,5.770180554176184,10069000.0,0.29642,6.528333333333332,38189185.7906753
1227,1227,BLR,1999,5.596280066358571,10026738.0,1.48083,7.7127500000000015,35861083.8124395
1228,1228,BLR,2000,5.389745290647631,9979610.0,1.67792,7.909833333333334,38328916.3284545
1229,1229,BLR,2001,5.314049011592732,9928549.0,0.86033,7.092250000000001,36413242.649603
1230,1230,BLR,2002,5.311929656619177,9865548.0,1.47,7.701916666666666,37213658.7886827
1231,1231,BLR,2003,5.464145912077568,9796749.0,0.493,6.724916666666665,38391682.09519339
1232,1232,BLR,2004,5.977157999479145,9730146.0,0.67392,6.905833333333334,40294070.5874591
1233,1233,BLR,2005,6.122471586308447,9663915.0,0.73617,6.9680833333333325,39619203.2049168
1234,1234,BLR,2006,6.462446657568555,9604924.0,0.76017,6.9920833333333325,42346869.468935
1235,1235,BLR,2007,6.3303140387783525,9560953.0,1.69625,7.928166666666668,42514376.929309495
1236,1236,BLR,2008,6.6231635545186105,9527985.0,1.89883,8.13075,45159952.0000823
1237,1237,BLR,2009,6.439684266940437,9506765.0,0.9645,7.196416666666668,42138099.4580768
1238,1238,BLR,2010,6.642696660468593,9490583.0,0.80533,7.037250000000001,43166965.7153065
1239,1239,BLR,2011,6.762517348993558,9473172.0,1.35658,7.5885,40461802.4931708
1240,1240,BLR,2012,6.679991589619942,9464495.0,0.60325,6.835166666666668,45762974.6212549
1241,1241,BLR,2013,6.736652251210305,9465997.0,2.03458,8.2665,43935430.5042303
1242,1242,BLZ,1960,0.47797184567257556,92064.0,0.56858,25.351583333333334,
1243,1243,BLZ,1961,0.3872105424326579,94703.0,0.70875,25.49175,
1244,1244,BLZ,1962,0.7154460691694734,97384.0,0.25575,25.03875,
1245,1245,BLZ,1963,0.6223693143245078,100164.0,0.31808,25.10108333333333,
1246,1246,BLZ,1964,0.8182964809981662,103069.0,0.713,25.496,
1247,1247,BLZ,1965,0.7947775610399644,106119.0,0.5245,25.3075,
1248,1248,BLZ,1966,0.7377797287534181,109347.0,0.23033,25.013333333333332,
1249,1249,BLZ,1967,1.0738206793738687,112692.0,0.49842,25.28141666666666,
1250,1250,BLZ,1968,0.884672715210105,116061.0,0.2625,25.0455,
1251,1251,BLZ,1969,1.137664450239391,119261.0,0.83467,25.617666666666665,
1252,1252,BLZ,1970,0.9904159368810462,122182.0,0.35783,25.140833333333337,
1253,1253,BLZ,1971,1.1460017789459345,124793.0,0.47192,25.25491666666667,
1254,1254,BLZ,1972,1.2401179709005112,127150.0,0.72117,25.504166666666666,
1255,1255,BLZ,1973,1.134468730180828,129294.0,0.76292,25.54591666666667,
1256,1256,BLZ,1974,1.1729306129909296,131307.0,0.31867,25.101666666666667,
1257,1257,BLZ,1975,1.320846465556056,133260.0,0.7115,25.4945,
1258,1258,BLZ,1976,1.3024040489245043,135147.0,0.04642,24.829416666666663,
1259,1259,BLZ,1977,1.4455029235924053,136989.0,0.42483,25.207833333333333,
1260,1260,BLZ,1978,1.5568884251430217,138965.0,0.56817,25.35116666666667,
1261,1261,BLZ,1979,1.4792045575174269,141305.0,0.71033,25.493333333333336,
1262,1262,BLZ,1980,1.3227706288370158,144155.0,0.88992,25.672916666666666,
1263,1263,BLZ,1981,1.242494883645284,147566.0,0.48533,25.26833333333333,
1264,1264,BLZ,1982,1.1376171617161714,151500.0,0.8995,25.682500000000005,
1265,1265,BLZ,1983,1.1060633286698924,155822.0,1.08817,25.87116666666667,
1266,1266,BLZ,1984,1.0748501686966392,160347.0,0.47008,25.25308333333333,
1267,1267,BLZ,1985,1.1562141873988152,164921.0,0.55083,25.33383333333333,
1268,1268,BLZ,1986,1.2110303830911493,169568.0,0.59933,25.38233333333333,
1269,1269,BLZ,1987,1.3042335933914642,174320.0,0.67858,25.461583333333333,
1270,1270,BLZ,1988,1.3928324061040729,179028.0,0.72325,25.50625,
1271,1271,BLZ,1989,1.6389362780633243,183469.0,0.53192,25.31491666666666,
1272,1272,BLZ,1990,1.6619124296195187,187552.0,0.76733,25.550333333333334,
1273,1273,BLZ,1991,1.8802570032334691,191126.0,1.08033,25.86333333333333,
1274,1274,BLZ,1992,1.8305089106974686,194317.0,0.86492,25.647916666666664,
1275,1275,BLZ,1993,1.9112875475669986,197616.0,0.82008,25.60308333333333,
1276,1276,BLZ,1994,1.8546466078919444,201674.0,1.12592,25.908916666666666,
1277,1277,BLZ,1995,1.8249687142146183,206963.0,1.22175,26.00475,
1278,1278,BLZ,1996,1.4415657350380953,213676.0,0.6675,25.4505,
1279,1279,BLZ,1997,1.7540229055169987,221606.0,1.30525,26.08825,
1280,1280,BLZ,1998,1.6083053968143683,230284.0,1.44517,26.22816666666667,
1281,1281,BLZ,1999,1.4574355927807017,239026.0,0.58367,25.366666666666664,
1282,1282,BLZ,2000,1.6013424175646442,247315.0,0.502,25.285,
1283,1283,BLZ,2001,1.7545179305368181,254984.0,0.74092,25.52391666666667,
1284,1284,BLZ,2002,1.6502520918667003,262206.0,1.00433,25.787333333333336,
1285,1285,BLZ,2003,1.6077954891688033,269130.0,1.08233,25.865333333333336,
1286,1286,BLZ,2004,1.4211685362328814,276089.0,0.96108,25.74408333333333,
1287,1287,BLZ,2005,1.488666570176894,283277.0,1.136,25.919,
1288,1288,BLZ,2006,1.5260931325172744,290747.0,0.9255,25.7085,
1289,1289,BLZ,2007,1.5975161440582826,298407.0,1.07575,25.85875,
1290,1290,BLZ,2008,1.4252870184377706,306165.0,0.74167,25.52466666666667,
1291,1291,BLZ,2009,1.8689576305470346,313929.0,1.12475,25.90775,
1292,1292,BLZ,2010,1.6761056938882117,321608.0,0.71933,25.50233333333333,
1293,1293,BLZ,2011,1.8268609200709618,329192.0,1.05975,25.84275,
1294,1294,BLZ,2012,1.4158259108229556,336701.0,0.95142,25.734416666666664,
1295,1295,BLZ,2013,1.491598897091937,344181.0,1.43033,26.21333333333333,
1296,1296,BOL,1960,0.27203787029413434,3693449.0,-0.25067,20.594500000000004,
1297,1297,BOL,1961,0.2766214417555401,3764813.0,0.52283,21.368000000000006,8099674.548841001
1298,1298,BOL,1962,0.28662641929060156,3838097.0,-0.04783,20.79733333333333,8407301.00629766
1299,1299,BOL,1963,0.31015959288546135,3913395.0,0.66575,21.510916666666667,8658427.01415238
1300,1300,BOL,1964,0.3712155058424795,3990857.0,-0.00808,20.837083333333336,8809101.97095002
1301,1301,BOL,1965,0.3711511107726399,4070590.0,0.38758,21.23275,9163689.60496253
1302,1302,BOL,1966,0.40708455383382447,4152668.0,0.36117,21.206333333333333,9231242.14094578
1303,1303,BOL,1967,0.44656978493672006,4237125.0,0.61292,21.458083333333327,9493044.42975192
1304,1304,BOL,1968,0.5037386125644764,4324064.0,0.28642,21.13158333333333,9840871.85185362
1305,1305,BOL,1969,0.5774358288830634,4413590.0,0.909,21.754166666666666,10072423.2235842
1306,1306,BOL,1970,0.5517861732202519,4505778.0,0.67108,21.51625,10161446.834625699
1307,1307,BOL,1971,0.6655547080798967,4600591.0,-0.1055,20.739666666666672,10523278.2948862
1308,1308,BOL,1972,0.7602373138150177,4698083.0,0.49033,21.3355,10874099.4400882
1309,1309,BOL,1973,0.7206365560635606,4798509.0,0.46892,21.314083333333333,11119017.5267985
1310,1310,BOL,1974,0.7173668874669329,4902168.0,-0.05575,20.789416666666668,12184032.9020136
1311,1311,BOL,1975,0.8103734745492196,5009257.0,0.19708,21.04225,12803054.1492655
1312,1312,BOL,1976,0.894576639511484,5119833.0,-0.01625,20.828916666666668,13321854.5313888
1313,1313,BOL,1977,0.8561999527292188,5233677.0,0.4015,21.246666666666666,13907072.544180099
1314,1314,BOL,1978,0.939655033846561,5350322.0,0.43958,21.284750000000006,15248560.8665779
1315,1315,BOL,1979,0.8662749036728559,5469123.0,0.194,21.039166666666674,16108858.235009698
1316,1316,BOL,1980,0.8351423856017676,5589575.0,0.18892,21.03408333333333,15767678.537098901
1317,1317,BOL,1981,0.8391291125304841,5711599.0,0.13283,20.978,15794758.3856224
1318,1318,BOL,1982,0.7453172840195901,5835182.0,0.45492,21.300083333333333,15522064.858457098
1319,1319,BOL,1983,0.7198689252948006,5959960.0,0.7265,21.571666666666665,16291350.456094198
1320,1320,BOL,1984,0.6640434896350274,6085496.0,0.44667,21.291833333333333,14743087.772267599
1321,1321,BOL,1985,0.6641458251161143,6211550.0,0.638,21.483166666666666,15566334.930944901
1322,1322,BOL,1986,0.5959409538785209,6337893.0,0.63742,21.48258333333333,14579141.1977452
1323,1323,BOL,1987,0.6233874814918855,6464732.0,1.02775,21.87291666666667,15665643.594536902
1324,1324,BOL,1988,0.6535513736451671,6592787.0,0.62167,21.466833333333327,15302685.0984999
1325,1325,BOL,1989,0.7428855908467679,6723046.0,0.31175,21.156916666666667,15624567.042646302
1326,1326,BOL,1990,0.8397002790449114,6856244.0,0.48092,21.326083333333333,14358248.417609198
1327,1327,BOL,1991,0.858995775629419,6992521.0,0.90892,21.75408333333333,15456919.980172198
1328,1328,BOL,1992,0.9332415086598481,7131707.0,0.36075,21.205916666666667,16446396.4883116
1329,1329,BOL,1993,1.0763312287551599,7273825.0,0.67975,21.52491666666667,17090410.518753
1330,1330,BOL,1994,1.1640311093576223,7418861.0,1.13958,21.98475,17495164.9419434
1331,1331,BOL,1995,1.3016960863064206,7566714.0,0.88542,21.730583333333332,18420120.5081785
1332,1332,BOL,1996,1.2734217797267826,7717443.0,0.2085,21.053666666666672,18330576.712786
1333,1333,BOL,1997,1.390233716667376,7870855.0,0.76617,21.61133333333333,18967123.7148974
1334,1334,BOL,1998,1.369256318078147,8026254.0,0.62217,21.46733333333333,19845892.1661816
1335,1335,BOL,1999,1.2763025265950945,8182712.0,0.18658,21.03175,19893338.9267161
1336,1336,BOL,2000,1.327056787015835,8339512.0,0.232,21.077166666666667,23222559.2987791
1337,1337,BOL,2001,1.014681790763708,8496375.0,0.38892,21.234083333333334,20499598.195756
1338,1338,BOL,2002,1.2013787731796202,8653345.0,0.76058,21.60575,21192665.5175566
1339,1339,BOL,2003,1.259040431670681,8810420.0,0.41758,21.26275,21898235.4113874
1340,1340,BOL,2004,1.239406557348166,8967741.0,0.72583,21.570999999999998,22139915.5903705
1341,1341,BOL,2005,1.3353309424267998,9125409.0,0.52658,21.37175,23222439.276690196
1342,1342,BOL,2006,1.6219067416943094,9283334.0,0.62483,21.47,24064466.351587698
1343,1343,BOL,2007,1.306168950427498,9441444.0,0.28417,21.129333333333328,25087690.1990457
1344,1344,BOL,2008,1.3789656197932156,9599855.0,0.34383,21.189000000000004,26300992.9463788
1345,1345,BOL,2009,1.433545061313193,9758748.0,0.53317,21.378333333333327,27629934.5072771
1346,1346,BOL,2010,1.532870643809659,9918242.0,0.60125,21.446416666666664,28287849.171142302
