ISO Code,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
PSE,0.0,0.02117,0.19508,-0.21292,-0.02925,0.11292,-0.02075,-0.21817,0.19283,-0.17175,0.20408,0.03758,0.30558,0.12583,-0.04875,-0.41675,-0.09883,-0.35017,-0.20142,0.1065,0.15008,-0.1225,-0.33917,0.34667,0.07158,0.1245,0.0045,0.0105,0.17283,0.2565,0.08583,0.14408,-0.28567,-0.09942,0.07533,0.40508,0.02058,0.03992,0.51358,0.20008,0.34767,0.12308,-0.24992,-0.098,0.15717,0.43117,0.60233,0.233,0.95517,0.76117,0.544,0.869,0.65517,0.47317,0.42408,0.43867,0.30458,0.76608,0.84483,0.57683,1.47,0.56125,0.58425,0.77613
PYF,0.0,0.47867,0.56342,0.452,0.33525,0.06708,-0.1185,0.34717,0.26492,0.50317,0.24108,0.13958,0.13425,0.25658,0.0545,0.30208,0.50367,0.07975,0.01,0.807,0.577,-0.10508,0.566,0.75783,-0.00808,0.14225,0.16,0.48092,0.252,0.32375,0.49667,0.38158,0.49775,0.52375,0.48358,0.37967,0.56225,0.89375,0.77108,0.51992,0.93883,0.77,0.65642,0.65608,0.74683,0.81158,0.56425,0.63275,1.00783,0.794,0.7255,0.709,1.07158,1.00608,0.81858,0.94258,0.92442,0.90225,0.57375,1.12175,1.03108,0.4865,1.0095,0.99754
QAT,0.0,0.821,0.65925,0.73625,0.93458,0.59642,0.31783,0.23492,0.82933,-0.01825,0.75292,0.40492,0.86767,0.6045,-0.03417,0.77517,0.91758,0.26675,0.40533,1.19725,0.99425,0.34975,0.06167,0.64092,0.5785,0.364,0.32617,1.22683,0.79567,1.23483,1.14358,1.082,-0.022,0.111,0.47758,0.68108,0.91117,1.08675,1.08325,0.46025,1.02733,0.42675,-0.14558,0.75675,1.23658,0.81008,1.31508,0.86492,2.13183,2.274,1.7,2.01267,1.8925,2.03208,1.84742,1.72008,1.77842,1.87742,1.57233,1.8295,2.59658,1.8685,2.1915,2.28075
REU,0.0,0.13425,0.36992,0.3235,0.49525,0.13825,0.12108,0.20525,0.297,0.05817,0.13083,0.9095,0.01575,-0.10467,-0.15092,-0.14158,0.34083,0.48808,-0.02792,0.80692,0.43933,0.01275,0.51675,0.4765,-0.11675,0.25158,0.53408,0.84567,0.69017,0.62442,0.60858,0.4795,0.40317,0.51642,0.25142,0.39742,0.33908,0.95733,0.77792,0.50708,0.47283,0.85292,0.67958,0.69975,0.9255,0.78717,0.66342,0.7915,1.1565,0.82192,0.812,1.204,1.07592,1.12758,1.016,0.84042,0.97967,0.95725,0.86133,1.19958,1.3045,1.31108,1.10858,1.19971
ROU,0.0,0.28867,-0.2225,-0.94225,-1.55967,-0.88992,-2.01992,-0.43575,-0.23142,-1.002,-0.15575,-0.17025,-0.74333,-1.04583,-1.21967,-1.3955,0.16608,-0.47233,-0.34242,-1.31925,-0.65083,-0.66158,-0.471,-1.07483,-0.62808,-0.07992,-1.56342,-0.4345,-1.3985,-0.36233,-1.68208,-0.757,-0.70458,-0.24458,-0.67867,-1.84458,-0.82258,-1.103,-0.68067,-0.08025,0.467,-1.03083,-0.19642,-0.89608,0.85,-0.62025,-1.10958,-1.23533,-0.58058,0.332,0.71325,-0.12042,0.63367,-0.41883,-0.20083,-0.63583,-0.29,1.10933,0.702,0.71167,0.09267,-0.19,0.54208,1.8865
RUS,0.0,0.553,-0.56633,0.8295,0.29158,-0.01775,-0.20483,0.25067,-0.54517,0.77,-0.32708,0.64858,1.19267,0.60075,-0.17692,-0.2985,-0.70067,1.24567,0.01933,-1.15717,0.08633,0.63775,-0.09308,0.77533,-0.06283,1.46783,-0.31808,0.09592,0.353,-0.29542,0.18817,1.44275,0.51133,1.65708,0.31467,0.08775,0.71667,-0.66508,1.2785,1.53567,1.586,1.37192,0.70567,0.98717,0.7105,2.47875,0.79858,1.31242,0.32783,0.77917,1.06325,1.11825,1.486,1.77608,1.11533,2.11083,0.84592,2.63383,2.3035,1.00042,1.08833,2.20733,1.70717,3.34579
RWA,0.0,-0.19742,0.18267,0.0445,-0.048,-0.15608,-0.38183,0.04117,0.27192,0.07658,-0.0165,-0.02983,-0.24458,-0.29517,-0.11767,0.00375,0.00833,-0.15658,-0.20233,0.20592,-0.03517,-0.3485,0.19192,0.28,-0.11692,-0.11117,0.02167,0.33342,0.25867,0.30542,0.51125,0.3225,0.28725,0.709,0.23833,0.202,0.37292,0.90642,0.52492,-0.07242,0.286,0.12092,0.43217,0.43367,0.45258,0.70367,0.21758,0.69592,0.692,0.249,0.49325,0.40142,0.68742,0.8345,0.82508,1.17275,0.903,0.50342,0.47067,0.76283,1.00725,0.51392,0.69958,0.84404
SAU,0.0,0.67675,0.56742,0.38025,0.65233,0.28783,0.04892,-0.06275,0.60367,-0.40617,0.71492,0.17425,0.87275,0.59233,-0.08467,0.40342,0.83983,-0.18625,0.06717,0.84008,0.61875,-0.13358,-0.08925,0.419,0.17817,-0.08417,-0.02483,0.73542,0.68425,1.05542,0.75817,0.71117,-0.352,-0.20983,-0.19958,0.08617,0.28858,0.957,0.78267,0.11983,0.65958,0.41708,-0.58792,0.38183,0.93842,0.63,1.07383,0.5085,1.49458,1.58142,1.28375,1.4105,1.26817,1.4575,1.15983,1.13633,1.19942,1.32342,1.11858,1.46858,2.17092,1.27608,1.62975,2.38158
SDN,0.0,0.05425,0.66517,0.2145,0.29342,0.26583,0.12575,0.32317,0.74992,0.06383,0.66142,-0.27442,0.46033,0.6905,-0.14883,0.23517,0.56233,-0.193,0.04833,0.88017,0.25767,-0.058,0.48058,0.78292,0.01817,0.20283,0.62617,0.04242,0.33875,0.86983,0.85617,0.49358,0.29383,0.21642,0.74667,0.59392,0.42308,0.8865,0.57192,-0.08833,0.82392,0.69508,0.0595,0.86008,0.43717,0.67867,0.9305,0.87383,0.98283,0.89933,0.63642,0.90567,1.08525,1.03358,1.07317,1.21267,0.90925,0.82733,1.02133,1.52775,1.8275,0.98742,1.04833,1.75183
SEN,0.0,0.01175,-0.18625,0.04467,-0.06242,0.16792,-0.12142,-0.02625,0.45975,0.11792,0.19708,0.21158,0.34592,0.43142,0.22625,-0.22592,0.368,-0.2315,-0.01433,0.89225,0.75508,0.01533,0.3885,0.64742,-0.25358,-0.10525,-0.15425,0.72658,0.33725,0.81933,0.72958,0.68083,0.14933,1.23742,0.51317,0.456,0.20358,1.05842,0.5595,0.45875,0.69092,0.67325,0.64275,0.82942,0.424,0.73983,0.95858,1.00425,1.43717,0.31025,0.709,1.11925,1.16108,0.88708,1.035,1.138,0.81367,0.99975,0.979,0.65667,1.48525,0.95783,0.8185,1.48442
SGP,0.0,0.27983,0.327,0.36758,0.08775,0.07783,-0.08742,0.227,0.51967,0.32225,0.36925,0.16683,0.00067,0.211,0.1045,0.07275,0.32767,0.12158,0.1855,0.50225,0.29442,0.04533,0.38183,0.39958,0.11242,0.07783,-0.00142,0.26183,0.34442,0.39958,0.39625,0.42083,0.27633,0.74475,-0.07667,0.25992,0.28767,0.62142,0.50708,0.23217,0.56983,0.43392,0.43725,0.36867,0.52758,0.51233,0.48317,0.82875,1.21575,0.45658,0.53633,0.62917,0.84592,0.75167,0.7685,0.93342,0.76825,0.56983,0.5075,0.91317,1.04333,0.722,0.74342,1.04271
SLB,0.0,-0.0925,0.08517,-0.1865,0.07258,-0.12217,0.13942,-0.08017,0.222,0.02733,0.00667,0.01758,0.062,-0.09425,0.07542,-0.3705,-0.11625,-0.12258,-0.11067,0.20692,0.0755,-0.158,-0.19708,0.38342,0.14867,0.09242,-0.02258,0.20242,0.26942,0.29992,0.28617,0.41192,0.08525,0.33225,0.24142,0.3585,0.36933,0.30042,0.62458,0.33692,0.60992,0.33842,0.34692,0.126,0.13808,0.5455,0.46992,0.29542,0.71933,0.33925,0.60975,0.79333,0.72042,0.72475,0.52358,0.72833,0.55242,0.66642,0.52892,0.73283,0.93125,0.58075,0.525,0.55525
SLE,0.0,0.11583,0.236,0.31517,-0.12758,-0.04933,-0.13742,0.17733,0.26033,0.22517,0.32892,0.1675,0.0995,0.41383,0.09367,-0.0445,0.23042,0.03542,0.22558,0.49708,0.464,-0.00642,0.34875,0.71567,0.20942,0.101,-0.09533,0.43775,0.32758,0.61358,0.55342,0.41725,0.31383,0.71283,0.46233,0.34867,0.13517,0.94292,0.60433,0.42175,0.61083,0.681,0.45658,0.66825,0.41767,0.63758,0.76392,0.72892,1.13517,0.58092,0.60625,0.88617,1.05208,1.05183,1.03833,1.088,0.77717,0.89683,1.03817,1.04442,1.23658,0.98567,0.73583,1.00742
SLV,0.0,0.55075,0.61333,0.90308,0.31608,0.2735,0.23583,0.63583,0.935,0.67692,0.39317,0.48308,0.15658,0.42275,0.50083,0.68375,0.41592,0.26492,0.12517,0.71808,0.413,0.23117,0.92383,0.68,0.24325,0.34925,0.26825,0.75717,0.68208,0.69833,0.78467,0.42017,0.77625,1.15408,0.30008,0.49425,0.51025,1.09383,0.83075,0.56133,0.9235,0.99775,1.13892,1.02008,1.27017,1.09108,0.71142,1.39275,1.48808,0.63658,0.76417,0.84992,1.06742,1.08108,1.09958,0.97983,1.1155,0.83217,0.60525,1.14458,0.81567,0.90667,0.91733,1.26778
SMR,0.0,-0.24758,-0.68983,-0.88133,-1.52258,-1.14675,-1.86767,-0.79258,-0.59033,-0.73458,-0.80883,-0.19425,-1.38483,-1.31625,-1.00992,-1.42275,-0.65442,-0.656,-1.01075,-1.21558,-1.00233,-1.06492,-1.04275,-1.12875,-0.87692,-0.63875,-1.39592,-0.66617,-1.5675,-0.82767,-1.62133,-1.08117,-0.42542,-0.60842,-1.32525,-0.81717,-0.80092,-0.79117,-0.25992,-0.65617,-0.133,-1.02908,-0.20033,-0.34217,0.56125,-0.59325,-0.84817,-0.14133,-0.01075,-0.03533,0.51825,0.21692,0.21375,0.43275,-0.2975,-0.97567,-0.13433,0.4465,0.28333,0.42667,-0.50925,0.53058,0.40358,0.19129
SOM,0.0,0.35667,0.47392,0.54058,0.27367,0.11108,-0.00192,0.15467,0.66,0.53933,0.22633,0.4765,0.25908,-0.0345,0.211,-0.07025,0.23625,0.37125,0.03775,0.55508,0.38642,0.28567,0.77392,0.66433,0.19967,-0.237,0.0515,0.62158,0.75542,0.63575,0.86358,0.488,0.53317,0.85808,0.24525,0.23033,0.46508,0.86258,0.91308,0.28808,0.57275,0.68617,0.68833,0.33983,0.69508,0.59333,0.55608,0.65242,0.98,0.92958,1.14033,0.90792,0.94608,1.21725,1.11375,1.2625,1.08325,1.30283,0.88142,1.37517,1.25108,1.3545,1.36858,1.40571
SPM,0.0,1.93667,1.55442,1.31775,0.88167,0.50933,0.5245,0.00175,1.233,-0.18467,1.16367,0.55333,0.27017,0.32317,-0.09,0.03642,1.08708,0.80408,0.421,1.42567,0.924,0.83475,-0.97758,0.354,-0.59258,-0.38292,0.44725,0.58992,0.04242,1.19508,0.07142,1.742,-0.209,1.31592,0.77467,-0.5065,-0.17133,0.54008,0.73525,0.1195,0.108,-0.379,-0.62025,-0.28583,0.04142,0.24233,1.05758,-0.10325,1.34567,2.44358,1.57167,1.39083,0.352,0.907,1.02033,1.46033,2.24483,0.69167,1.26508,1.1865,2.27525,1.28825,2.40692,2.63111
SRB,0.0,0.05458,-0.23017,-1.13167,-1.80517,-0.982,-2.13492,-0.73042,-0.51458,-1.29592,-0.58158,-0.41225,-1.22558,-1.21767,-1.52375,-1.50425,-0.39167,-0.90025,-0.77583,-1.45108,-1.15792,-1.09283,-0.89733,-1.458,-0.94608,-0.77625,-1.8305,-0.58883,-1.6745,-0.73025,-1.86083,-1.10175,-0.90242,-0.78533,-1.23517,-1.552,-1.06767,-1.0115,-0.74025,-0.609,-0.02033,-1.46933,-0.24083,-0.802,0.46583,-0.94025,-1.3915,-1.23242,-0.64808,-0.29917,0.57458,-0.30325,0.197,-0.42092,-0.59992,-1.29383,-0.64225,0.5295,0.44992,0.19575,-0.22392,-0.39342,0.23533,1.62721
STP,0.0,0.12683,0.12208,0.03067,-0.38383,-0.2165,-0.413,0.05408,-0.13058,-0.041,0.08492,-0.17967,-0.10425,0.224,-0.21125,-0.0925,0.25125,-0.063,-0.051,0.11975,0.15867,-0.16658,0.0115,0.38433,-0.14675,-0.20392,-0.35817,0.19767,0.04008,0.38075,0.2555,-0.06067,-0.20058,-0.002,0.32242,0.05442,-0.04283,0.45867,0.40592,0.04958,0.21675,0.17633,-0.12992,0.18142,0.223,0.51858,0.14992,0.22033,0.91275,0.36358,0.26917,0.1365,0.47592,0.6475,0.56475,0.48975,0.78033,0.78958,0.67517,1.03617,0.84667,0.56433,0.47325,0.61267
SUR,0.0,0.20242,0.3025,0.29242,-0.07525,-0.01183,-0.15275,0.26808,0.67075,0.21833,0.11875,0.13958,0.22733,0.191,0.2305,0.20125,0.357,0.00075,-0.087,0.70808,0.23858,-0.33033,0.02717,0.10625,-0.23267,-0.24208,-0.05483,0.14983,0.22867,0.41208,0.4795,0.20417,0.26333,0.48758,-0.17958,-0.08433,0.207,0.883,0.34067,0.07483,0.39325,0.39258,0.52175,0.30575,0.28225,0.7615,0.53775,0.76333,1.11633,0.43867,0.30225,0.52025,0.62008,0.91175,0.8665,1.20008,0.76183,0.62475,0.63567,0.94925,1.12875,0.77667,0.90558,0.67342
SVK,0.0,0.45825,-0.86392,-0.35025,-1.33942,-1.09742,-1.93225,-0.22425,-0.424,-0.31892,-0.34233,0.09733,-1.26225,-1.21167,-1.1075,-1.6915,0.00133,-0.11342,-0.42392,-1.0475,-1.04858,-0.573,-0.36492,-0.71392,-0.08333,0.13692,-0.96058,-0.24883,-1.34142,-0.44308,-1.70775,-0.56117,-0.16742,0.20408,-0.69925,-1.50033,-0.70742,-1.22917,-0.2985,0.344,0.3345,-0.74308,0.34492,-0.40008,0.91533,-0.22925,-1.25608,-0.60917,-0.04867,0.29333,1.09975,-0.0745,0.75417,0.10483,-0.23667,-0.44533,0.14608,1.09667,1.01517,0.61942,-0.30925,0.46375,0.49092,1.30337
SVN,0.0,0.04,-0.71258,-0.6615,-1.53017,-1.17592,-1.93742,-0.63892,-0.4495,-0.51867,-0.59233,-0.12233,-1.71008,-1.36075,-1.12375,-1.48358,-0.37983,-0.50617,-0.85675,-1.218,-1.09658,-0.95858,-0.94558,-1.08267,-0.49725,-0.27183,-1.10708,-0.37458,-1.58008,-0.6685,-1.5915,-0.78433,-0.34633,-0.29358,-1.15525,-1.173,-0.96017,-0.91108,-0.22158,-0.10992,0.08842,-0.87992,0.28742,-0.28792,0.86408,-0.34833,-1.19292,-0.255,-0.04058,0.049,0.95267,0.25675,0.69933,0.37175,-0.39667,-0.84283,0.0855,0.82467,0.61,0.5995,-0.44392,0.57017,0.64033,1.10683
SWE,0.0,-0.48833,-1.28958,0.91658,-0.31525,-1.48525,-1.69517,-0.19658,-1.12483,0.7955,-0.39458,0.70125,-1.21817,-0.71825,-0.04108,-1.1995,-1.8795,-0.13575,-1.15633,-1.09875,-1.22008,-0.48717,0.42117,-0.04758,0.76442,0.99267,-0.95558,-0.74475,-1.3425,-1.18283,-1.19358,-1.33792,-0.047,0.19625,0.22308,-2.3005,-0.86208,-1.71258,0.0335,1.34008,1.42892,0.39,0.80325,-0.124,-0.18908,-0.003,-0.67725,0.66158,-0.19608,0.47492,1.352,0.07067,0.72633,0.664,0.57875,0.93117,1.28517,1.01158,1.149,0.43342,-1.4105,1.44975,-0.09617,1.13075
SWZ,0.0,-0.39867,0.1115,-0.36225,-0.31583,-0.73008,-0.2325,0.23733,0.22792,-0.20892,-0.25992,0.13242,0.38167,-0.21683,-0.21442,-0.23017,0.14408,-0.20658,-0.29875,0.39392,0.48725,-0.21325,-0.24758,-0.11108,-0.07358,-0.33567,-0.27692,0.42075,0.091,0.26767,-0.02992,-0.42317,0.30067,0.80958,0.00092,0.55375,0.411,0.59075,0.36975,0.19992,0.18425,0.38517,1.24258,0.69775,-0.05683,0.51208,0.08375,0.12525,0.83817,0.76158,-0.00375,0.51875,0.56892,0.96992,0.44267,0.9485,0.23958,0.58775,0.39342,0.26575,0.72908,0.33175,0.5445,-0.069
SYC,0.0,0.36842,0.35242,0.40458,0.28133,0.107,0.02725,0.22808,0.5955,0.35667,0.2215,0.4555,0.44742,0.2615,0.22567,0.07333,0.43883,0.406,0.14617,0.57842,0.56533,0.011,0.37058,0.66208,0.02583,0.09425,0.16067,0.456,0.61167,0.46358,0.52808,0.46892,0.6855,0.8125,0.11483,0.23242,0.568,0.91367,0.75408,0.43533,0.71092,0.8205,0.444,0.45542,0.79267,0.78858,0.40258,0.85875,1.14525,0.62767,0.67008,0.95867,1.02192,1.17625,0.74858,0.95925,0.961,1.20342,0.86767,1.23208,1.23567,1.2225,1.26342,0.94246
SYR,0.0,0.62575,0.86342,-0.26825,0.77392,1.40283,-0.01342,0.32275,0.68325,-0.23242,1.3055,0.36875,1.628,0.89117,-0.14608,0.41908,1.45642,-0.57358,0.51417,0.73492,1.0195,0.31483,-0.39975,0.29675,0.331,0.27117,-0.10142,0.6285,0.91033,1.37025,0.51542,0.797,-0.2865,-0.06225,0.38092,0.77358,0.837,0.52508,0.31242,0.83167,0.77358,0.70992,-0.741,0.27608,1.28225,0.71267,1.13383,0.16408,1.64575,1.51142,1.00375,1.62667,1.087,1.06975,1.00367,0.97233,0.97442,1.27192,1.39158,1.3005,2.93975,0.83742,1.588,2.25154
TCD,0.0,0.43725,0.96292,0.6345,0.57467,0.401,0.45808,0.58125,0.91142,0.37525,0.93042,-0.3565,0.51092,0.95483,0.38675,0.29242,0.41458,0.36025,0.46617,1.30492,0.42767,0.32,0.85892,1.1165,0.29692,0.39475,0.89467,0.23425,0.517,0.95825,0.88742,0.60175,0.66675,0.54642,0.97,0.81892,0.96308,1.06658,0.72717,0.24692,1.02617,0.96042,0.32658,1.01933,0.668,0.86875,1.19042,1.20433,1.30275,1.18675,0.85475,1.04217,1.17975,1.285,1.42433,1.61817,1.45492,1.26708,1.10942,1.73117,2.10342,1.19175,1.10808,1.76292
TGO,0.0,0.25617,0.06458,-0.0385,-0.34542,-0.38483,-0.34517,-0.125,0.08042,0.05792,0.00442,-0.15767,-0.17025,0.09167,-0.219,-0.14425,0.095,-0.23742,-0.09267,0.2935,0.32308,-0.17025,0.11525,0.62,-0.0805,-0.22633,-0.37042,0.25358,0.00783,0.33725,0.3245,0.28708,0.04608,0.53092,0.35333,0.23183,0.09125,0.97575,0.41233,0.13142,0.57575,0.11575,0.03442,0.29567,0.14058,0.37025,0.36475,0.28433,0.8645,0.33925,0.50133,0.46942,0.55617,0.72567,0.59383,0.82558,0.82742,0.92275,0.52383,0.76925,1.11833,0.83092,0.47883,0.77692
THA,0.0,0.17058,0.23033,0.3195,0.29833,-0.21875,-0.15225,0.42383,0.40058,0.51617,0.50417,0.20542,0.04917,0.04208,0.15667,0.25117,0.72933,0.01083,0.26917,0.48683,0.31542,-0.41683,0.30875,0.35267,-0.0785,0.06958,-0.131,0.28208,0.41175,0.74192,0.71875,0.12558,0.10008,0.37808,0.04342,0.17858,0.06175,0.56425,0.31283,0.234,0.50375,0.56642,0.20425,0.21017,0.39008,0.443,0.09858,0.54825,1.29275,0.13533,0.21525,0.59292,0.69917,0.56208,0.41308,0.74625,0.65792,0.55,0.13508,0.56117,1.30275,0.16475,1.20208,1.77796
TJK,0.0,0.64375,1.06208,1.1075,0.25225,1.53233,1.43725,-0.15933,1.42975,1.0165,0.77125,1.37733,0.97517,1.84892,0.16258,1.03108,1.30708,0.67975,0.94383,0.152,1.66875,1.94292,-0.19008,1.39617,0.46583,0.65142,0.58908,1.46225,1.1775,1.40183,1.93675,1.79908,0.92683,1.7155,0.8225,1.82158,1.346,1.42042,2.112,0.832,1.99508,1.28508,1.22625,0.93842,1.516,1.60442,1.07108,2.24817,1.91217,2.22075,2.18833,2.51392,2.087,1.68592,2.63383,1.98025,2.32708,2.23692,1.97042,1.89267,2.35983,2.14733,1.13333,3.35837
TKM,0.0,0.83108,1.02842,1.41425,0.55808,2.42067,0.94667,0.65208,1.78592,0.45108,1.18192,2.18767,1.48817,2.24908,0.50375,1.66492,2.20608,1.29467,1.47867,-0.14958,1.91325,2.24025,-0.23342,1.684,0.43983,1.7865,0.55208,1.60725,1.36983,2.02533,1.73417,2.32867,0.88108,2.66142,0.76442,1.87842,1.86367,1.785,2.30108,2.00975,2.27267,1.86733,1.38308,1.08167,1.70267,2.86717,1.67325,2.68125,2.50883,2.72475,2.74442,2.92008,2.72583,1.98867,3.01008,2.92542,2.85625,2.64833,2.20433,2.70167,3.39008,2.13242,2.20208,4.95975
TON,0.0,-0.60167,0.25883,-0.08958,0.05708,0.1785,0.05183,-0.37858,-0.36758,-0.055,-0.18583,0.03908,-0.27758,-0.36567,-0.01508,-0.76433,-0.49492,-0.14542,-0.0665,-0.52208,0.19733,0.37658,-0.30833,0.6015,0.52817,0.50275,-0.10233,-0.27917,-0.27767,0.01775,0.03558,0.21383,-0.18858,0.03075,0.28883,0.165,-0.29525,-0.24733,0.76417,0.27525,0.16133,0.1095,0.09775,-0.28608,-0.25067,0.41167,0.51525,-0.092,0.65542,0.39108,0.55025,0.51667,0.41475,0.44108,0.41317,0.31367,0.33758,0.70017,0.37017,-0.3415,0.636,0.75825,0.36325,0.80746
TTO,0.0,0.29192,0.58658,0.43617,0.11233,0.24992,0.16425,0.38517,0.91142,0.61075,0.5885,0.61967,0.55383,0.61992,0.284,0.35467,0.54408,0.15633,0.11617,0.86583,0.49175,-0.00242,0.31042,0.46642,0.10958,0.09583,0.141,0.59942,0.6775,0.71008,0.71092,0.82108,0.50108,0.84375,0.28833,0.1195,0.2875,1.08408,0.76458,0.36083,0.69358,0.56108,0.53075,0.76917,0.63958,1.04,0.6055,0.71333,1.3585,0.89975,0.65917,0.98058,0.88633,1.15817,0.833,1.23533,1.10192,0.93008,0.85875,1.07233,1.57842,1.04975,1.05983,1.11871
TUN,0.0,0.11117,0.59067,-0.193,-0.53258,0.86433,-0.64733,-0.4715,0.17783,-0.09317,0.51917,0.26117,-0.1015,0.10408,-0.02567,-0.14892,0.10108,-0.17558,0.12925,-0.1255,-0.01683,-0.38333,-0.37,-0.14958,-0.44775,-0.37733,-0.79417,0.50858,-0.34575,0.05475,-0.62567,0.14525,0.38558,0.15542,-0.28892,0.36467,0.15433,0.68167,0.8075,0.62467,0.80725,-0.197,-0.08858,0.44592,1.14425,0.56142,0.40575,0.96225,0.63958,1.53517,1.01875,1.5795,1.20667,1.35583,0.82333,0.724,1.18825,1.03292,1.08283,0.97075,1.488,0.87317,1.35742,1.76538
TUR,0.0,0.59625,1.06075,-0.37867,0.56967,1.50167,-0.33108,0.6905,0.8015,-0.28233,1.11425,0.61717,1.6515,0.81767,-0.19667,0.20475,1.94642,-0.442,0.4635,0.50225,1.08792,0.47858,-0.265,0.05275,0.15483,0.23558,-0.40775,0.48525,0.67358,1.40442,0.51825,1.10883,0.03192,0.17408,0.59133,0.61958,0.79425,0.14717,0.15525,0.70883,0.56583,0.28442,-0.95,-0.18925,1.27817,0.72217,0.93925,0.10133,1.4165,1.62058,0.73525,1.81658,0.87233,0.86467,0.8435,0.96625,0.98342,1.34867,1.19117,1.34817,2.815,0.44783,1.38775,2.55996
TZA,0.0,0.155,0.354,0.44692,0.31317,0.18158,-0.12675,0.20817,0.5705,0.47108,0.244,0.44767,0.14292,-0.04183,0.00192,0.04283,0.39508,0.27883,-0.10733,0.61092,0.29742,-0.10625,0.33042,0.36975,0.06308,0.20458,0.35825,0.51367,0.28725,0.32825,0.57925,0.40458,0.48992,1.04267,0.337,0.29583,0.50408,1.02033,0.84842,0.23433,0.64067,0.6175,0.72933,0.61633,0.78875,0.93275,0.683,0.87508,0.9845,0.5745,0.71792,0.67383,0.92808,1.20742,0.97258,1.64975,0.97175,0.85183,0.63275,1.07633,1.194,0.99575,0.995,0.69908
UGA,0.0,-0.07875,0.12292,0.27417,-0.00858,-0.104,-0.34875,0.13508,0.3895,0.17908,0.07942,0.08125,-0.09525,-0.08917,-0.15842,0.06183,0.13992,-0.04108,-0.21042,0.23742,0.08167,-0.08517,0.36917,0.3345,0.01633,0.08183,0.19425,0.31217,0.22858,0.32242,0.6655,0.401,0.33833,0.62417,0.42617,0.23383,0.48533,1.00008,0.54583,-0.00683,0.29917,0.20808,0.3275,0.423,0.44767,0.60367,0.33258,0.84575,0.77633,0.31617,0.593,0.43792,0.86258,0.87592,0.844,1.06192,0.80217,0.52258,0.52833,1.07925,0.95442,0.75883,0.83775,1.05671
UKR,0.0,0.39292,0.06925,-0.501,-0.76808,0.088,-1.71875,0.63533,0.06075,-0.28025,0.53733,0.59658,0.32758,-0.61108,-0.55592,-0.91742,1.325,0.30725,0.07075,-1.23833,0.1335,0.20058,0.36617,-0.29233,0.27975,1.3445,-1.35225,-0.04192,-0.7785,0.2215,-1.12058,0.744,0.12083,0.944,-0.047,-1.45717,-0.01,-1.83817,-0.23933,1.50308,1.38017,0.2795,0.35908,-0.56225,0.78658,0.68842,-0.46808,-0.41608,0.43492,1.48658,1.29567,0.918,1.3565,0.199,0.82983,0.89667,0.434,2.03475,1.53908,1.40783,1.43233,0.77017,1.27,2.89283
URY,0.0,-0.074,0.11742,0.16625,-0.17358,-0.70525,-1.02017,-0.037,0.21333,-0.27617,0.13583,0.37833,-0.402,0.09025,-0.88192,0.20183,-0.50958,0.28517,0.19642,0.20433,0.16225,-0.29633,0.09533,-0.13625,-0.1365,0.15533,-0.51292,0.58633,0.0655,-0.03267,0.64317,0.43508,0.60317,-0.00858,-0.18658,0.59483,0.70033,0.24542,-0.29975,0.68725,0.29033,0.56067,0.11558,0.23317,0.71867,0.2515,0.46092,0.95225,0.10825,0.1945,0.3435,1.161,0.58067,0.19142,0.64758,0.78117,0.82717,0.10292,0.86725,0.45808,0.50683,0.41133,1.09575,-0.65888
USA,0.0,-0.23983,0.323,0.874,0.75417,-0.13925,0.0435,0.46992,0.31375,0.16892,0.03583,-0.01442,0.30008,0.42358,-0.16475,-0.00875,-0.17342,0.24558,-0.10317,0.11442,0.01658,-0.21392,-0.22833,0.27825,0.1595,-0.22542,-0.00517,0.61342,0.095,-0.08483,0.47908,1.06508,-0.11692,0.25592,0.15475,-0.06942,0.90308,0.97175,0.61892,0.21667,0.86517,0.83725,0.39992,0.21083,0.61392,0.67458,0.09792,0.5165,1.48475,0.91058,0.99333,1.12917,1.15975,1.09867,1.01108,1.23625,1.31808,1.18108,0.295,0.48067,0.84917,0.8935,1.60467,2.64069
UZB,0.0,0.88292,1.28625,1.54517,0.38742,2.48758,1.22158,0.69492,1.84433,0.66225,1.03083,2.43375,1.76392,2.61392,0.71883,1.926,2.25875,1.61225,1.57817,0.13275,1.95425,2.40267,-0.09083,1.882,0.76367,2.07167,0.75917,1.84292,1.6075,2.31567,2.00058,2.49825,1.35283,3.06083,0.8885,1.99442,2.1,1.82017,2.56942,1.93933,2.43692,2.00492,1.83717,0.92983,1.613,2.94517,1.42608,2.82108,2.21883,2.88233,2.91267,2.97183,2.84575,2.1315,3.41583,3.01783,2.76008,2.90217,2.28283,2.67417,3.29975,2.11492,2.118,5.16208
